text_clean,sentiment_label,sentiment_stars,region,platform,zone
[Sticker] Was all this recording necessary,positivo,5,US,tiktok,US
the look over the balcony 😭😭😭😭😭😭,positivo,4,US,tiktok,US
[Sticker] So you actually leave the camera down walk by it and then go back to pick it up,neutro,3,US,tiktok,US
yall hating but lululemon approves of this,neutro,3,US,tiktok,US
just get a cameraman at this point,positivo,5,US,tiktok,US
Oh so I need better hbs😒,neutro,3,US,tiktok,US
Follow for more,neutro,3,US,tiktok,US
[Sticker] So u can be my homeboy anytime u want and u know imma treat u right btw😂.,positivo,5,US,tiktok,US
Follow for more and check story for giveaway,neutro,3,US,tiktok,US
Packing a backpack to go to lulu is so😭,positivo,4,US,tiktok,US
[Sticker] since when we start buying our hgs Lululemon?,negativo,1,US,tiktok,US
Checked pinned video and follow for more,negativo,1,US,tiktok,US
Follow for more.,neutro,3,US,tiktok,US
the look over the porch is frying me😭😭😭😭,negativo,2,US,tiktok,US
the way u recorded i thought this was a skit ..😭,negativo,1,US,tiktok,US
[Sticker] Can I be ur home girl also,positivo,5,US,tiktok,US
Follow for more and check my story for giveaway news,positivo,4,US,tiktok,US
"Knowing damn well, he don’t put the clothes back neatly",negativo,1,US,tiktok,US
[Sticker] heyyyyy homeboyyy,positivo,5,US,tiktok,US
Plot twist: he’s actually buying it for himself,neutro,3,US,tiktok,US
Thank you thank you follow for more,positivo,5,US,tiktok,US
i looked at my bsf and SIGH HARD ASFF,negativo,2,US,tiktok,US
Y’all don’t even realize bro going slow asf to hit that 1 min mark😭,negativo,1,US,tiktok,US
He is a good hb mine would never 😞,positivo,5,US,tiktok,US
Tag him and follow for more,negativo,2,US,tiktok,US
[Sticker] dis you,negativo,1,US,tiktok,US
I honestly appreciate the hustle,positivo,4,US,tiktok,US
omg the behind the scenes must be crzyyy😭,neutro,3,US,tiktok,US
He wasn’t checking prices he was checking size,negativo,1,US,tiktok,US
"[Sticker] this videos be cracking me tf up, like byeeee",negativo,1,US,tiktok,US
recording urself every step of the way 😭,positivo,5,US,tiktok,US
LMAOOO i can’t think of the behind the scenes,neutro,3,US,tiktok,US
hopefully this will motivate my hb 🙄,positivo,5,US,tiktok,US
why cant my hb be like this🫩,positivo,5,US,tiktok,US
[Sticker] Oh well hey bestie but,neutro,3,US,tiktok,US
I’m crine how has society come to this,positivo,5,US,tiktok,US
If I'm a size small what Lululemon size should I get BC idk number sizes,neutro,3,US,tiktok,US
what leggings?? your so pretty!,positivo,5,US,tiktok,US
they’re the lululemon aligns in size 4! thank you!,positivo,5,US,tiktok,US
what length are those leggings and how tall are you??,negativo,1,US,tiktok,US
where’s this top form,positivo,5,US,tiktok,US
why are people hating? your gorgeous with bod goals!!💗,positivo,5,US,tiktok,US
what’s the name of the lulu top? also ur so pretty,neutro,3,US,tiktok,US
Black swiftly tech hip length long sleeve,negativo,1,US,tiktok,US
If I looked like this I would wear stuff like this-,neutro,3,US,tiktok,US
Low key that is a good school outfit it doesn’t look boring,neutro,3,US,tiktok,US
yall sum haters fr shes stunning,positivo,5,US,tiktok,US
ok literal bod goals oml 🙌🏻🙌🏻,neutro,3,US,tiktok,US
what shoes did u wear with this?,positivo,5,US,tiktok,US
thats a big bop,neutro,3,US,tiktok,US
what inch are the leggings!,positivo,5,US,tiktok,US
where's your top from??,negativo,1,US,tiktok,US
What size are the leggings?😊,neutro,3,US,tiktok,US
What are the leggings called on the Lululemon app I’m typing up camo leggings and they won’t come up,negativo,1,US,tiktok,US
what is the name of this leggings pattern?,negativo,1,US,tiktok,US
What leg length size did you choose because I’m 5’3 and I don’t know which size I should do?!??,neutro,3,US,tiktok,US
What shoes did you wear with this,positivo,5,US,tiktok,US
where is your top from?? it’s so cute,positivo,5,US,tiktok,US
Whats your workout Routine?🙏,neutro,3,US,tiktok,US
What ur top called?,negativo,1,US,tiktok,US
"at first i was like ""where's the audio"" then I realized it was connected to my fully modded Lamborghini Huracan parked right outside my estate",positivo,4,US,tiktok,US
Just for the stuff????,negativo,2,US,tiktok,US
[Sticker] You sure yall ain’t a couple?,positivo,4,US,tiktok,US
surprised he didn’t bring us back to the house,negativo,2,US,tiktok,US
ur like perfect ohmygosh 😍,positivo,5,US,tiktok,US
outfit inspired for tmrrr! your soooo pretty!!,positivo,5,US,tiktok,US
is ur top waist or hip lengthhh,positivo,5,US,tiktok,US
where do i find hbs like this?,neutro,3,US,tiktok,US
[Sticker] my hb jst ask me and said “how much is it”,positivo,5,US,tiktok,US
bro you messing the brand up cus why did my hg send me this...,negativo,1,US,tiktok,US
Cuh ts so corny,neutro,3,US,tiktok,US
Why we gotta see all this 😭😭😭,positivo,5,US,tiktok,US
[Sticker] so… when’s hg tryouts?,neutro,3,US,tiktok,US
Was this worth a vlog,neutro,3,US,tiktok,US
and all of a sudden we been friends since kindergarten,positivo,5,US,tiktok,US
i cannot take you serious,negativo,1,US,tiktok,US
U really set up ur phone js to walk out the door..,positivo,5,US,tiktok,US
You doing hg applications?,neutro,3,US,tiktok,US
It was in Texas Fort Worth,neutro,3,US,tiktok,US
The sale has already gone!🥰It was in Texas Fort Worth🥹😍,positivo,5,US,tiktok,US
"Depends on the day, there’s always different sales. My local outlet just had shorts and leggings all for $9",neutro,3,US,tiktok,US
The sale has already gone!🥰It was in Texas Fort Worth🥹😍,positivo,5,US,tiktok,US
Pretty sure they’ll apply the discounted price when u checkout,neutro,3,US,tiktok,US
Unfortunately they won’t 😔 I asked them before and the employee said the final price will be the one on the price tag,negativo,2,US,tiktok,US
Ohhh then the sale must’ve been over 😞,negativo,1,US,tiktok,US
"You are wrong, I am an employee and the prices that are on the white signs are the prices of the item, not the label.",negativo,1,US,tiktok,US
How am I wrong when I was told like that? It’s not like I can control what they are gonna charge me,negativo,1,US,tiktok,US
the sale has already gone!🥰,positivo,5,US,tiktok,US
Content and follow for more,positivo,4,US,tiktok,US
Wait wtf did he js put in his backpack 😭?,negativo,1,US,tiktok,US
now yk that’s for you,positivo,5,US,tiktok,US
I wear leopard print?,negativo,1,US,tiktok,US
Tag him and follow for more so I can get him right,positivo,4,US,tiktok,US
What cologne is that,positivo,5,US,tiktok,US
Tag them and follow for more,negativo,2,US,tiktok,US
Wish my hb did this 💔 he always want vc 🤦🏾‍♀️,positivo,5,US,tiktok,US
Follow for more,neutro,3,US,tiktok,US
Why are you not her man yet?😳,negativo,1,US,tiktok,US
You do know what a platonic friendship is right😂,positivo,5,US,tiktok,US
Follow for more and sure,positivo,4,US,tiktok,US
Follow for more giveaway for this coming soon ❤️,positivo,4,US,tiktok,US
Tag them and follow for more,negativo,2,US,tiktok,US
And to think at my school we’d get dress coded for this.🙃,positivo,5,US,tiktok,US
that suckssssss i don’t get schools like that,negativo,1,US,tiktok,US
get google! see of they have one near you!!,negativo,1,US,tiktok,US
You’ll have better luck finding the smaller sizes during the week when they restock!,neutro,3,US,tiktok,US
yeah that’s just personal experience 🫢,positivo,5,US,tiktok,US
Not true I’m a size 2-4 and I alwaysssss find stuff,negativo,2,US,tiktok,US
"Lulu goes from 0-14, by even number",positivo,5,US,tiktok,US
What are the big sizes?,neutro,3,US,tiktok,US
everytime i’ve been to one they only have xs or really ugly big sizes lmao,negativo,1,US,tiktok,US
This was a couple weekends ago we forgot it in our drafts sorry!! But they always have good finds!!,positivo,5,US,tiktok,US
How do we know when yall are having sales like this in the outlet?,negativo,1,US,tiktok,US
And everything’s sold out everytime I go,positivo,5,US,tiktok,US
the sale has already gone!🥰,positivo,5,US,tiktok,US
The sale has already gone!🥰It was in Texas Fort Worth🥹😍,positivo,5,US,tiktok,US
The sale has already gone!🥰It was in Texas Fort Worth🥹😍,positivo,5,US,tiktok,US
The sale has already gone!🥰It was in Texas Fort Worth🥹😍,positivo,5,US,tiktok,US
The sale has already gone!🥰It was in Texas Fort Worth🥹😍,positivo,5,US,tiktok,US
The sale has already gone!🥰It was in Texas Fort Worth🥹😍,positivo,5,US,tiktok,US
The sale has already gone!🥰It was in Texas Fort Worth🥹😍,positivo,5,US,tiktok,US
The sale has already gone!🥰It was in Texas Fort Worth🥹😍,positivo,5,US,tiktok,US
The sale has already gone!🥰It was in Texas Fort Worth🥹😍,positivo,5,US,tiktok,US
The sale has already gone!🥰It was in Texas Fort Worth🥹😍,positivo,5,US,tiktok,US
Lily what are you doing here 😂,positivo,5,US,tiktok,US
The sale has already gone!🥰It was in Texas Fort Worth🥹😍,positivo,5,US,tiktok,US
this is way more than my christmas 😭,positivo,5,US,tiktok,US
i have found where i belong,positivo,5,US,tiktok,US
i’ve found my people,positivo,5,US,tiktok,US
it's not a competition m,negativo,1,US,tiktok,US
no one said it was 😭,negativo,1,US,tiktok,US
It’s not a competition luv,negativo,2,US,tiktok,US
this is my birthday and Christmas,positivo,5,US,tiktok,US
this is more than christmas and my birthday combined,positivo,5,US,tiktok,US
Oh so your poop….,neutro,3,US,tiktok,US
way more than mine fr this is crazyyy😭😭🙏🏻,positivo,5,US,tiktok,US
i just got like 5 cadbury chocolates for christmas😭,positivo,5,US,tiktok,US
It’s such a cute habit 😜,positivo,5,US,tiktok,US
Commented the same thing,negativo,1,US,tiktok,US
"10 times, not counting when she just said cute, I think it’s like 12 counting just cutes",negativo,2,US,tiktok,US
I don't get anything for Christmas.......,negativo,1,US,tiktok,US
Girl it’s not a competition I don’t even know you😭😭,negativo,1,US,tiktok,US
I wasnt trying to make it a competition,neutro,3,US,tiktok,US
lol I just bought a new pair of Lululemon so my debit card yelled at me after this video.,negativo,1,US,tiktok,US
"Hey girlie, they actually have a lifetime gairentee@, and they will replace them for free! 😁",positivo,5,US,tiktok,US
Not at all! Just the lighting,negativo,1,US,tiktok,US
They look faded right?,negativo,2,US,tiktok,US
Nope! It’s real 🙂,negativo,1,US,tiktok,US
Maybe it is fake ysl?,negativo,1,US,tiktok,US
Yesss. I was touching the blazer and I’m like this feels like a really nice material. I looked at the label and was like whaaaattt.,positivo,5,US,tiktok,US
Such a score!! 🥰,positivo,5,US,tiktok,US
expensive like workout clothing in a way,negativo,2,US,tiktok,US
It’s the lulu lemon logo,positivo,5,US,tiktok,US
no they do not ive tried this. at first yes. after 30 days NOPE,negativo,1,US,tiktok,US
What does the warranty cover?,neutro,3,US,tiktok,US
LOL they do not. I work at lululemon.,negativo,1,US,tiktok,US
we only quality promise if it’s a manufacturer default. not from old wear and tear,negativo,1,US,tiktok,US
"not true, I’ve returned 7 year old leggings to lululemon and complained how they pilled 💀💀 got my money back 😏",negativo,1,US,tiktok,US
oh yeah lol lol 😆 😅lol 😅😆 😅just 😅😅did 😅😅tell tell 😅😅me 😅how how many she is is that that 😅was what i i did i,positivo,5,US,tiktok,US
It’s not a lifetime warranty it’s for manufacturer defects,negativo,1,US,tiktok,US
"You can’t just hand in old pairs of pants, they have to have manufacturer damage before a reasonable time",neutro,3,US,tiktok,US
That’s great to know!,positivo,5,US,tiktok,US
@kokichi.._..ouma_ I'm going to bed it's 2 in the morning-,negativo,1,US,tiktok,US
@effiebrowse gotta be more sneaky,neutro,3,US,tiktok,US
@froogjenjen we saw some pretty cool stufff 🧐😉,neutro,3,US,tiktok,US
I've bought an original Fendi vintage bag for 1 dollar 😂 I can sell it for like 300 now 😎,negativo,1,US,tiktok,US
i found a £80 bikini but bought it for £20 😧,neutro,3,US,tiktok,US
Yesss I found a versace dress with tags on for 20 gpb. I love thrift shops,positivo,5,US,tiktok,US
I bet it was worth it 😍,positivo,4,US,tiktok,US
i actually ended up returning some for the fall collection 🫡🫡,neutro,3,US,tiktok,US
did u read the word new,neutro,3,US,tiktok,US
We need to go to the mall,neutro,3,US,tiktok,US
OMG I NEED THAT BODY SUIT,positivo,5,US,tiktok,US
Old navy has the same ones and they’re so comfy!,positivo,5,US,tiktok,US
I was literally about to comment this!,negativo,1,US,tiktok,US
"Plenty long enough, I’m 5’11” and they fit me great!!",positivo,5,US,tiktok,US
they’re 32.5 inches,negativo,1,US,tiktok,US
Is it on the website yet!?,neutro,3,US,tiktok,US
"yes they have it in white opal, blue ice, and a red and orange color!",positivo,5,US,tiktok,US
Omg found them!,positivo,5,US,tiktok,US
Go to women>leggings>search for “ribbed” and they are there! The softstream ribbed flare. Love them soooo much!!,positivo,5,US,tiktok,US
Actually I need the whole thing.. have a gift card coming from a return. Might need to order one of these!,negativo,1,US,tiktok,US
That is also my theory love it!,positivo,5,US,tiktok,US
What color are the mini uggs? 😍,neutro,3,US,tiktok,US
Omg that set !!! Love,positivo,5,US,tiktok,US
Do you need the receipt??,negativo,1,US,tiktok,US
I’m 5’6 they’re still way too long for me,negativo,2,US,tiktok,US
@thisismyspam87,positivo,5,US,tiktok,US
They look fabulous on you! How tall are you? I’m 5”5 and fear they are too long and look ridiculous on me but I want them so bad!,positivo,5,US,tiktok,US
I need this settt,positivo,5,US,tiktok,US
Dad reveal coming up 🥰,positivo,5,US,tiktok,US
@CourtneyCahoon,positivo,5,US,tiktok,US
Drop Kirk then and I’d get wtv,negativo,1,US,tiktok,US
"Bro, I wish I could repost a comment if I could I would",neutro,3,US,tiktok,US
You have to get them a size or 2 down for it to look like that,neutro,3,US,tiktok,US
You can also get them from fabletics,positivo,5,US,tiktok,US
The lulu align in camo,positivo,4,US,tiktok,US
i know i’m late but i believe it the lululemon ones,neutro,3,US,tiktok,US
because i constantly get asked what size i got. also some people use it as a reference. thanks for your comment though!,positivo,4,US,tiktok,US
THANK YOU FOR SAYING THE SIZE I NEEDED THE REFERENCE SO BAD,negativo,1,US,tiktok,US
Most people want it for reference,neutro,3,US,tiktok,US
There were people in the comments this is from last may,negativo,1,US,tiktok,US
is it j a swiftly?,negativo,1,US,tiktok,US
If your talking leggings or pants I’m 5”0 and I’m a size 4 but for tops I’m a 2,neutro,3,US,tiktok,US
if your a small them 2-4,neutro,3,US,tiktok,US
Wanted these so bad but I got them and there to small! Went back to get them ALL SOLD OUT SINCE DECEMBER WTF,negativo,1,US,tiktok,US
How tall are you,positivo,5,US,tiktok,US
Where your shirt from ❤,positivo,5,US,tiktok,US
what’s the name of your top?,positivo,5,US,tiktok,US
You don’t even understand how many times I view this a day wishing I had ur wardrobe,negativo,1,US,tiktok,US
Hey this is today a year ago,positivo,5,US,tiktok,US
Shirt called please,positivo,5,US,tiktok,US
Saw this while eating McDonald’s is my phone judging me or something,positivo,5,US,tiktok,US
Eastdih owns this trend n bro ain’t even do it 😭💔,negativo,1,Europe,tiktok,Europa
Call your uber to my crib 😭😭,positivo,5,Europe,tiktok,Europa
Idk why yall calling her uber…she ate!,negativo,1,Europe,tiktok,Europa
RIGHTT… smh haters 😒😒,negativo,1,Europe,tiktok,Europa
doing it js to show the clothes😭,positivo,5,Europe,tiktok,Europa
"You don’t need no uber, I’ll come pick you up",positivo,5,Europe,tiktok,Europa
Sorry but alissa09082 did it better🫶🏽🥹,neutro,3,Europe,tiktok,Europa
[Sticker] Wear that lulu again,positivo,5,Europe,tiktok,Europa
Got everything but the Nike tech 😅,positivo,4,Europe,tiktok,Europa
where eastdih at,neutro,3,Europe,tiktok,Europa
I’m going to call your,positivo,5,Europe,tiktok,Europa
[Sticker] east dih respond💔😭,positivo,4,Europe,tiktok,Europa
Forget the uber Alissa’s bus is here,negativo,1,Europe,tiktok,Europa
"no Uber?, I gotchu",negativo,1,Europe,tiktok,Europa
why is dis actually tuff😭🤣,negativo,1,Europe,tiktok,Europa
Eastdih the goat for this trend MVP,positivo,5,Europe,tiktok,Europa
Why you go into the comments,negativo,1,Europe,tiktok,Europa
i’m lowkirkuinely in these comments,negativo,1,Europe,tiktok,Europa
bottom 5 justjoslide of all time😭,positivo,5,Europe,tiktok,Europa
[Sticker] you da real nike tech,positivo,5,Europe,tiktok,Europa
somebody need to call yo uber,negativo,1,Europe,tiktok,Europa
we gotta work on that last part,positivo,4,Europe,tiktok,Europa
I’m too broke to I won’t call the Uber anyways,negativo,1,Europe,tiktok,Europa
Man which one you want ?,negativo,1,Europe,tiktok,Europa
Uber WILL be called,neutro,3,Europe,tiktok,Europa
Ts might be tuff but I'm calling ur Uber sorry bro,negativo,1,Europe,tiktok,Europa
ill just call my own shi 😔,negativo,1,Europe,tiktok,Europa
Ima call yo uber otw to me tho,negativo,1,Europe,tiktok,Europa
[Sticker] Finally can use this after a year,positivo,5,Europe,tiktok,Europa
Bro dis to tuff 😭,negativo,1,Europe,tiktok,Europa
How is this so cheap compared to everything else they have,negativo,1,Europe,tiktok,Europa
This is so ugly,negativo,1,Europe,tiktok,Europa
What is the best way to clean this? I find it gets dirty quick 😭,neutro,3,Europe,tiktok,Europa
Ok but does anyone know what jacket she is wearing????,neutro,3,Europe,tiktok,Europa
Lightweight Hem-Cinch Bomber Jacket,positivo,4,Europe,tiktok,Europa
i have never once cared for lululemon but this is cute and im so tempted,positivo,5,Europe,tiktok,Europa
anyone else not able to find the white one?,negativo,1,Europe,tiktok,Europa
I have it in black and it’s so roomy! I love it 🥰,positivo,5,Europe,tiktok,Europa
this in the black is my favorite purse is holds SO MUCH,positivo,5,Europe,tiktok,Europa
I just use the bag I got from purchasing my leggings lol,positivo,5,Europe,tiktok,Europa
Not in Canada peeps 😏,negativo,1,Europe,tiktok,Europa
What jacket do you have on? 💕💕💕,positivo,5,Europe,tiktok,Europa
Ok but like. I’ve looked on the website and I can’t find the white :(,neutro,3,Europe,tiktok,Europa
SO EARLYY !! What was your first lululemon purchase?,negativo,1,Europe,tiktok,Europa
Can we fit 10th gen ipad in it?,positivo,5,Europe,tiktok,Europa
This is the best bag review I have ever seen in my life,positivo,5,Europe,tiktok,Europa
Wish it had a longer strap to use as a crossbody. It slips on the shoulder.,negativo,2,Europe,tiktok,Europa
I have the black and white one and i love it! Its very spacious! Its good for everyday use 🥰,positivo,5,Europe,tiktok,Europa
Okay is there a smaller size,neutro,3,Europe,tiktok,Europa
Got this I love it!! 🥰,positivo,5,Europe,tiktok,Europa
Okay fine I’ll buy it,neutro,3,Europe,tiktok,Europa
I LOVE MINE SOOO MUCH💕💕💕,positivo,5,Europe,tiktok,Europa
A lot of bags have those features and don’t cost 💲 a ton!!,neutro,3,Europe,tiktok,Europa
I love this bag😩😩 I have it black. Holds everything.,positivo,5,Europe,tiktok,Europa
I have it and it’s has so much room inside,positivo,5,Europe,tiktok,Europa
stop why do i want this,negativo,1,Europe,tiktok,Europa
Ahhh I finally bought a belt bag!!! It’s in black but I figured I would start with something I can wear daily!! I just wish there were more colors for the 2L :(,neutro,3,Europe,tiktok,Europa
POV u pair this w the Kendra Scott white opal 😍,positivo,5,Europe,tiktok,Europa
I love Lululemon sweaters and leggings.,positivo,5,Europe,tiktok,Europa
I love Lululemon highly recommended🥰,positivo,5,Europe,tiktok,Europa
Their sizing is so inconsistent 😭 I have the regular define in 2 and the cropped in 6,negativo,1,Europe,tiktok,Europa
I get a size 0 and it doesn’t fit tight enough for me,negativo,1,Europe,tiktok,Europa
That would stress me out. I don’t like tight clothes,negativo,2,Europe,tiktok,Europa
I have a size 0 and it's still a lil lose around me waist😭😭😂😂,negativo,1,Europe,tiktok,Europa
this is me zipping up my size 4 lulu jacket when i’m like a 6 or 8,positivo,5,Europe,tiktok,Europa
I am 157 tall and 56 Kilo. Normally size s (if I want it tigth then xd) what size do I need to wear???,neutro,3,Europe,tiktok,Europa
It hugs my armpits too tight all the time,negativo,2,Europe,tiktok,Europa
Since I’ve been pregnant anything that fits that tight or even remotely tight just makes my skin crawl and I can’t handle it anymore,negativo,1,Europe,tiktok,Europa
Where are your sweatpants from?,negativo,1,Europe,tiktok,Europa
The size 4 in black is so lose but the size 4 in the pink is so perfect,neutro,3,Europe,tiktok,Europa
Where are the pants from queen?,negativo,1,Europe,tiktok,Europa
Plato’s closet haha,neutro,3,Europe,tiktok,Europa
i’m 5’5 97 lbs and i wear a 10 in the regular define and it’s still tight lol,positivo,5,Europe,tiktok,Europa
me in an 8 because i hate shit hugging me tight,negativo,1,Europe,tiktok,Europa
Idk who that is,negativo,1,Europe,tiktok,Europa
let me buy you more jackets like that 😳,positivo,5,Europe,tiktok,Europa
Is the cropped jacket true to size? Im planning on buying one 😭,neutro,3,Europe,tiktok,Europa
I don’t know if it’s just cause it’s cropped but the regular one feels a little tighter than the cropped one. Not by a lot tho just barely so I’d say still get your normal size,neutro,3,Europe,tiktok,Europa
Wait.. are that prisoner girl from The Rookie in 8x08??,negativo,1,Europe,tiktok,Europa
I’m a 157cm tall and weigh 64kgs can someone help me with size? I’m in South Africa and we don’t have a Lulu store so I’ll have to purchase it online and returning it would be almost impossible,negativo,1,Europe,tiktok,Europa
I fr hate too small sizes of clothes,negativo,1,Europe,tiktok,Europa
Can we put this woman in front of trump with no security thx,negativo,1,Europe,tiktok,Europa
Currently rehearsing my lines,positivo,5,Europe,tiktok,Europa
"this is so johana mason, i love it",positivo,5,Europe,tiktok,Europa
"mind you, this is my first impression of you",positivo,5,Europe,tiktok,Europa
Side note congratulations on beating cancer and losing the weight you wanted to!👏🏻,positivo,5,Europe,tiktok,Europa
Thank you for saying this! I think some of my pent up rage is from that experience lol,positivo,5,Europe,tiktok,Europa
The classical music in the background,positivo,4,Europe,tiktok,Europa
This crashout is so valid. Their bra sizes are the WORST.,negativo,1,Europe,tiktok,Europa
I’m begging you. Don’t ship it back. Return it in store and take us with you. I need the sequel. 🥰,negativo,1,Europe,tiktok,Europa
"You had me 😭, love the music choices",positivo,5,Europe,tiktok,Europa
Is the size 8 referring to the age of the average kid who fits in it?,neutro,3,Europe,tiktok,Europa
this rage calmed me thank you,positivo,5,Europe,tiktok,Europa
it is that serious.,negativo,1,Europe,tiktok,Europa
On the next episode: H&M Denim,neutro,3,Europe,tiktok,Europa
Respectfully I am equally in love and terrified of your energy,positivo,5,Europe,tiktok,Europa
[Sticker] I’m not Lululemon but I stayed the whole video like ..,neutro,3,Europe,tiktok,Europa
I have lulu pants that I bought in 2012. Those are a 2. I still fit in those and am now an 8 in their pants. Their sizes have ABSOLUTELY changed for the worse,negativo,2,Europe,tiktok,Europa
"I mean.. Lululemon is notorious for being fatphobic and racist. but yeah, they're getting crazy with it",negativo,2,Europe,tiktok,Europa
Women crashing out for valid reason 😁,negativo,1,Europe,tiktok,Europa
My 70lb 10yo prepubescent child wears a 0 or 2 at lulu.,positivo,5,Europe,tiktok,Europa
You remind me of that moment in white girls where she’s like Tina the talking tummy… you brought that energy … please say it louder to Lululemon bc you’re absolutely right,positivo,5,Europe,tiktok,Europa
My 7 year old can wear lululemon & it fits. That can tell you everything.,positivo,5,Europe,tiktok,Europa
i’ve never felt more safe with a stranger,positivo,5,Europe,tiktok,Europa
The way I feel so calm after watching this,positivo,5,Europe,tiktok,Europa
perfectly valid crashout btw,positivo,5,Europe,tiktok,Europa
"Same for every clothing brand. I was a size EU 38, now i need EU 44 . But guess what… my underwear is the SAME SIZE.",neutro,3,Europe,tiktok,Europa
"You just took me to church, thank you 🙌🏻",positivo,5,Europe,tiktok,Europa
YOOOO LMFAOAOAOAO THIS TUFF,positivo,5,Europe,tiktok,Europa
Ideal South Korean body,positivo,5,Europe,tiktok,Europa
i’d give my soul to look like you,positivo,5,Europe,tiktok,Europa
This how my sims be built,positivo,5,Europe,tiktok,Europa
where are those jackets from??,negativo,1,Europe,tiktok,Europa
Literally wear what you want 😘,positivo,5,Europe,tiktok,Europa
Drop the workout rn I’m serious😭,negativo,1,Europe,tiktok,Europa
YOU HAVE A PERFECT FIGURE ⌛️⌛️⌛️⌛️,positivo,5,Europe,tiktok,Europa
What in the pixar mom build,positivo,5,Europe,tiktok,Europa
Oh to have her body.,positivo,5,Europe,tiktok,Europa
she's so beautiful and has the perfect body . I wish I looked like her.,positivo,5,Europe,tiktok,Europa
BODYY IS TEAAAAA🍵,positivo,5,Europe,tiktok,Europa
LULU SHADE RIGHT NOWWW💳💥💳💥💳💥,positivo,5,Europe,tiktok,Europa
I didn’t rly specify this but I thought my bangs look bad here LOL,negativo,2,Europe,tiktok,Europa
look at the pictures move 😭,positivo,4,Europe,tiktok,Europa
Oh to be like this way.,positivo,5,Europe,tiktok,Europa
This is overly tuff 😌🥹,negativo,2,Europe,tiktok,Europa
[Sticker] idk wtf she doing but this song hard asf,negativo,2,Europe,tiktok,Europa
Is the ski in the room with us ??,neutro,3,Europe,tiktok,Europa
I LOVE MINE SHE SNATCHES ME SOOOO GOOD,positivo,5,Europe,tiktok,Europa
Where is the vest from and which size?,negativo,1,Europe,tiktok,Europa
WHERE ARE YOUR SWEATPANTS FRMMM?!?!?,negativo,1,Europe,tiktok,Europa
damn thought my size 4 was good 🥲,neutro,3,Europe,tiktok,Europa
Rly as I’m eating my goldfish,positivo,5,Europe,tiktok,Europa
the things i’d do to look like her,positivo,5,Europe,tiktok,Europa
why do we have to sexualize everything and everyone:( girl your pretty ignore these people please,negativo,1,Europe,tiktok,Europa
die to have a body like this,negativo,1,Europe,tiktok,Europa
OKAY BUT THE HAIR RN IS SO GOOD,neutro,3,Europe,tiktok,Europa
Total drama island build,positivo,5,Europe,tiktok,Europa
Lululemon white girl 🥰,positivo,5,Europe,tiktok,Europa
Cries in hip dips,negativo,1,Europe,tiktok,Europa
how i think i look w my define,positivo,5,Europe,tiktok,Europa
Please I need to see you in a dress,neutro,3,Europe,tiktok,Europa
she interact 3x and claim,positivo,5,Europe,tiktok,Europa
what in the soccer mom,positivo,5,Europe,tiktok,Europa
You look Italian or German Ik it’s one of them,neutro,3,Europe,tiktok,Europa
"i’m so sorry about some of these comments talking about your appearance, you’re absolutely beautiful girl 💞",negativo,1,Europe,tiktok,Europa
"I’m a 0 dress size, XXS at Athleta, and a 6/8 at Lulu 😂😂😂",negativo,1,Europe,tiktok,Europa
If it makes you feel better- my 3 year old has a pair of size 2 lululemon running shorts…,neutro,3,Europe,tiktok,Europa
I’m a quite petite woman and I actually really appreciate Lulu Lemon making smaller sizing. I typically wear a lulu size 0 and on their size charts they actually say that their sizes run quite a bit smaller so that all the super tiny girls out there can also find clothing that fits. 90% of the time I can’t go into stores and just buy clothing because my waist size is a 000 but I still have the curves of a woman so I can’t just “buy kids clothing”. There are other clothing stores that carry standard sizing but lulu literally states in their size charts things fit smaller,positivo,4,Europe,tiktok,Europa
do you also have to put rocks in your pockets to keep yourself from blowing away in the wind because you’re just so small,neutro,3,Europe,tiktok,Europa
I shall protect all of you 💪,positivo,5,Europe,tiktok,Europa
As an actual size 10 that can’t shop at Lululemon - thank you,positivo,5,Europe,tiktok,Europa
Have you been wedding dress shopping?,neutro,3,Europe,tiktok,Europa
"Yeah, I was a standard size 16 when I did that. Luckily, covid hit.",neutro,3,Europe,tiktok,Europa
i was 00 in jeans & wearing an 8 at lulu,positivo,5,Europe,tiktok,Europa
god blessed her 💔🥀,positivo,5,Europe,tiktok,Europa
I-I-I GYAT something in my eye,negativo,1,Europe,tiktok,Europa
How does it feel to live my dream?,positivo,5,Europe,tiktok,Europa
I got them at Plato’s closet hahah,positivo,5,Europe,tiktok,Europa
i love mine it’s so big too ! my ipad fits in there 😳,positivo,5,Europe,tiktok,Europa
I can’t decide between 3l and 4l. Can you explain the differences,neutro,3,Europe,tiktok,Europa
I have it in black and I love it! light weight and holds all my stuff and more. My other purses I had to limit the items I put in.,positivo,5,Europe,tiktok,Europa
Most important question…. Does it fit a kindle? Specifically the oasis 👀,neutro,3,Europe,tiktok,Europa
where is your jacket from?,negativo,1,Europe,tiktok,Europa
Can you do a comparison of the the the old and the new bag I have both 4L and curious to see the difference?🥺🥺🙏🏻,positivo,4,Europe,tiktok,Europa
Valid crash out,negativo,1,Europe,tiktok,Europa
This is my first impression of you. And I like what I see!!,positivo,5,Europe,tiktok,Europa
This is my first impression of you btw! I love this,positivo,5,Europe,tiktok,Europa
"Ik isn’t the point of the video but I love your mannerisms, also thank you so many companies do this in the name of exclusivity",positivo,5,Europe,tiktok,Europa
